id,DT,NFC,SM
P-0823,0.01,0.44,0.01
P-0824,0.01,0.36,0.13
P-0825,0.01,0.61,0.16
P-0826,0.01,0.21,0.18
P-0827,0.01,0.67,0.21
P-0828,0.01,0.41,0.16
P-0829,0.01,0.71,0.59
P-0830,0.01,0.46,0.16
P-0831,0.01,0.47,0.15
P-0832,0.01,0.56,0.35
P-0833,0.01,0.67,0.40
P-0834,0.01,0.52,0.11
P-0835,0.01,0.32,0.08
P-0836,0.01,0.44,0.30
P-0837,0.01,0.60,0.22
P-0838,0.01,0.42,0.01
P-0839,0.01,0.45,0.16
P-0840,0.01,0.62,0.17
P-0841,0.01,0.61,0.10
P-0842,0.01,0.55,0.06
P-0843,0.01,0.45,0.18
P-0844,0.01,0.43,0.26
P-0845,0.01,0.37,0.33
P-0846,0.01,0.62,0.06
P-0847,0.01,0.44,0.01
P-0848,0.01,0.40,0.01
P-0849,0.01,0.67,0.22
P-0850,0.01,0.49,0.06
P-0851,0.01,0.63,0.46
P-0852,0.01,0.47,0.10
P-0853,0.01,0.56,0.12
P-0854,0.01,0.52,0.11
P-0855,0.01,0.51,0.18
P-0856,0.01,0.62,0.23
P-0857,0.01,0.68,0.49
P-0858,0.01,0.57,0.07
P-0859,0.01,0.36,0.19
P-0860,0.01,0.51,0.14
P-0861,0.01,0.44,0.02
P-0862,0.01,0.32,0.24
P-0863,0.01,0.39,0.10
P-0864,0.01,0.46,0.15
P-0865,0.01,0.51,0.25
P-0866,0.01,0.63,0.25
P-0867,0.01,0.46,0.17
P-0868,0.01,0.28,0.01
P-0869,0.01,0.54,0.38
P-0870,0.01,0.66,0.10
P-0871,0.01,0.45,0.31
P-0872,0.01,0.36,0.01
P-0873,0.01,0.57,0.32
P-0874,0.01,0.52,0.11
P-0875,0.01,0.44,0.13
P-0876,0.01,0.42,0.20
P-0877,0.01,0.39,0.12
P-0878,0.01,0.42,0.15
P-0879,0.01,0.51,0.44
P-0880,0.01,0.64,0.01
P-0881,0.01,0.60,0.39
P-0882,0.01,0.41,0.16
P-0883,0.01,0.49,0.05
P-0884,0.01,0.49,0.18
P-0885,0.01,0.55,0.34
P-0886,0.01,0.39,0.32
P-0887,0.01,0.37,0.18
P-0888,0.01,0.43,0.23
P-0889,0.01,0.48,0.22
P-0890,0.01,0.28,0.09
P-0891,0.01,0.35,0.07
P-0892,0.01,0.45,0.10
P-0893,0.01,0.46,0.25
P-0894,0.01,0.41,0.07
P-0895,0.01,0.42,0.01
P-0896,0.01,0.48,0.14
P-0897,0.01,0.48,0.12
P-0898,0.01,0.46,0.01
P-0899,0.01,0.63,0.22
P-0900,0.01,0.39,0.40
P-0901,0.01,0.39,0.35
P-0902,0.01,0.38,0.27
P-0903,0.01,0.53,0.05
P-0904,0.01,0.76,0.28
P-0905,0.01,0.33,0.01
P-0906,0.01,0.50,0.32
P-0907,0.01,0.47,0.31
P-0908,0.01,0.70,0.19
P-0909,0.01,0.68,0.37
P-0910,0.01,0.34,0.24
P-0911,0.01,0.68,0.25
P-0912,0.01,0.38,0.22
P-0913,0.01,0.76,0.01
P-0914,0.01,0.46,0.01
P-0915,0.01,0.51,0.22
P-0916,0.01,0.35,0.14
P-0917,0.01,0.48,0.01
P-0918,0.01,0.61,0.35
P-0919,0.01,0.67,0.32
P-0920,0.01,0.27,0.32
P-0921,0.01,0.37,0.09
P-0922,0.01,0.58,0.08
P-0923,0.01,0.39,0.18
P-0924,0.01,0.50,0.14
P-0925,0.01,0.36,0.17
P-0926,0.01,0.43,0.01
P-0927,0.01,0.55,0.17
P-0928,0.01,0.63,0.38
P-0929,0.01,0.57,0.31
P-0930,0.01,0.89,0.27
P-0931,0.01,0.43,0.44
P-0932,0.01,0.48,0.12
P-0933,0.01,0.70,0.24
P-0934,0.01,0.77,0.30
P-0935,0.01,0.19,0.01
P-0936,0.01,0.63,0.38
P-0937,0.01,0.41,0.13
P-0938,0.01,0.77,0.22
P-0939,0.01,0.34,0.11
P-0940,0.01,0.59,0.14
P-0941,0.01,0.57,0.45
P-0942,0.01,0.67,0.01
P-0943,0.01,0.38,0.01
P-0944,0.01,0.68,0.22
P-0945,0.01,0.51,0.22
P-0946,0.01,0.59,0.28
P-0947,0.01,0.55,0.46
P-0948,0.01,0.38,0.09
P-0949,0.01,0.48,0.28
P-0950,0.01,0.68,0.31
P-0951,0.01,0.39,0.24
P-0952,0.01,0.62,0.15
P-0953,0.01,0.46,0.07
P-0954,0.01,0.54,0.36
P-0955,0.01,0.76,0.31
P-0956,0.01,0.36,0.20
P-0957,0.01,0.71,0.27
P-0958,0.01,0.76,0.24
P-0959,0.01,0.77,0.35
P-0960,0.01,0.72,0.09
P-0961,0.01,0.47,0.07
P-0962,0.01,0.63,0.43
P-0963,0.01,0.61,0.40
P-0964,0.01,0.53,0.18
P-0965,0.01,0.79,0.01
P-0966,0.01,0.38,0.09
P-0967,0.01,0.49,0.05
P-0968,0.01,0.28,0.19
P-0969,0.01,0.33,0.16
P-0970,0.01,0.64,0.33
P-0971,0.01,0.60,0.52
P-0972,0.01,0.29,0.49
P-0973,0.01,0.63,0.11
P-0974,0.01,0.60,0.16
P-0975,0.01,0.65,0.09
P-0976,0.01,0.54,0.40
P-0977,0.01,0.57,0.05
P-0978,0.01,0.34,0.21
P-0979,0.01,0.54,0.29
P-0980,0.01,0.60,0.14
P-0981,0.01,0.71,0.31
P-0982,0.01,0.26,0.09
P-0983,0.01,0.46,0.15
P-0984,0.01,0.44,0.20
P-0985,0.01,0.57,0.33
P-0986,0.01,0.53,0.17
P-0987,0.01,0.28,0.02
P-0988,0.01,0.67,0.23
P-0989,0.01,0.61,0.01
P-0990,0.01,0.66,0.37
P-0991,0.01,0.49,0.11
P-0992,0.01,0.42,0.30
P-0993,0.01,0.35,0.15
P-0994,0.01,0.46,0.15
P-0995,0.01,0.35,0.14
P-0996,0.01,0.31,0.33
P-0997,0.01,0.52,0.16
P-0998,0.01,0.59,0.37
P-0999,0.01,0.33,0.02
P-1000,0.01,0.43,0.12
P-1001,0.01,0.64,0.32
P-1002,0.01,0.36,0.01
P-1003,0.01,0.55,0.23
P-1004,0.01,0.27,0.01
P-1005,0.01,0.35,0.13
P-1006,0.01,0.36,0.11
P-1007,0.01,0.29,0.01
P-1008,0.01,0.48,0.14
P-1009,0.01,0.32,0.10
P-1010,0.01,0.56,0.39
P-1011,0.01,0.62,0.17
P-1012,0.01,0.62,0.10
P-1013,0.01,0.52,0.11
P-1014,0.01,0.64,0.26
P-1015,0.01,0.56,0.01
P-1016,0.01,0.28,0.12
P-1017,0.01,0.30,0.15
P-1018,0.01,0.52,0.14
P-1019,0.01,0.42,0.14
P-1020,0.01,0.60,0.10
P-1021,0.01,0.62,0.03
P-1022,0.01,0.49,0.13
P-1023,0.01,0.49,0.35
P-1024,0.01,0.68,0.12
P-1025,0.01,0.51,0.30
P-1026,0.01,0.67,0.26
P-1027,0.01,0.40,0.17
P-1028,0.01,0.55,0.14
P-1029,0.01,0.49,0.29
P-1030,0.01,0.46,0.14
P-1031,0.01,0.47,0.24
P-1032,0.01,0.48,0.27
P-1033,0.01,0.66,0.26
P-1034,0.01,0.60,0.12
P-1035,0.01,0.65,0.59
P-1036,0.01,0.51,0.01
P-1037,0.01,0.62,0.41
P-1038,0.01,0.65,0.15
P-1039,0.01,0.38,0.25
P-1040,0.01,0.49,0.27
P-1041,0.01,0.51,0.26
P-1042,0.01,0.46,0.06
P-1043,0.01,0.46,0.10
P-1044,0.01,0.55,0.23
P-1045,0.01,0.44,0.44
P-1046,0.01,0.29,0.01
P-1047,0.01,0.61,0.31
P-1048,0.01,0.67,0.37
P-1049,0.01,0.48,0.23
P-1050,0.01,0.52,0.30
P-1051,0.01,0.65,0.46
P-1052,0.01,0.77,0.31
P-1053,0.01,0.71,0.22
P-1054,0.01,0.38,0.45
P-1055,0.01,0.79,0.31
P-1056,0.01,0.26,0.01
P-1057,0.01,0.29,0.13
P-1058,0.01,0.39,0.02
P-1059,0.01,0.26,0.21
P-1060,0.01,0.48,0.25
P-1061,0.01,0.58,0.12
P-1062,0.01,0.55,0.43
P-1063,0.01,0.79,0.21
P-1064,0.01,0.52,0.03
P-1065,0.01,0.43,0.21
P-1066,0.01,0.49,0.52
P-1067,0.01,0.63,0.13
P-1068,0.01,0.60,0.01
P-1069,0.01,0.52,0.32
P-1070,0.01,0.51,0.11
P-1071,0.01,0.56,0.22
P-1072,0.01,0.52,0.18
P-1073,0.01,0.59,0.26
P-1074,0.01,0.42,0.31
P-1075,0.01,0.50,0.15
P-1076,0.01,0.60,0.25
P-1077,0.01,0.59,0.23
P-1078,0.01,0.65,0.22
P-1079,0.01,0.70,0.24
P-1080,0.01,0.48,0.23
P-1081,0.01,0.44,0.33
P-1082,0.01,0.56,0.25
P-1083,0.01,0.54,0.18
P-1084,0.01,0.31,0.31
P-1085,0.01,0.35,0.17
P-1086,0.01,0.54,0.25
P-1087,0.01,0.51,0.22
P-1088,0.01,0.58,0.33
P-1089,0.01,0.51,0.29
P-1090,0.01,0.59,0.27
P-1091,0.01,0.64,0.43
P-1092,0.01,0.32,0.45
P-1093,0.01,0.28,0.03
P-1094,0.01,0.62,0.45
P-1095,0.01,0.55,0.37
P-1096,0.01,0.51,0.06
P-1097,0.01,0.71,0.29
P-1098,0.01,0.58,0.07
P-1099,0.01,0.48,0.18
P-1100,0.01,0.51,0.34
P-1101,0.01,0.64,0.23
P-1102,0.01,0.54,0.10
P-1103,0.01,0.46,0.37
P-1104,0.01,0.64,0.19
P-1105,0.01,0.61,0.13
P-1106,0.01,0.55,0.30
P-1107,0.01,0.38,0.13
P-1108,0.01,0.66,0.19
P-1109,0.01,0.33,0.13
P-1110,0.01,0.69,0.12
P-1111,0.01,0.16,0.02
P-1112,0.01,0.43,0.09
P-1113,0.01,0.54,0.24
P-1114,0.01,0.49,0.14
P-1115,0.01,0.50,0.39
P-1116,0.01,0.60,0.41
P-1117,0.01,0.55,0.51
P-1118,0.01,0.66,0.26
P-1119,0.01,0.37,0.01
P-1120,0.01,0.36,0.44
P-1121,0.01,0.50,0.14
P-1122,0.01,0.52,0.01
P-1123,0.01,0.38,0.12
P-1124,0.01,0.65,0.22
P-1125,0.01,0.67,0.14
P-1126,0.01,0.43,0.01
P-1127,0.01,0.36,0.29
P-1128,0.01,0.39,0.17
P-1129,0.01,0.37,0.28
P-1130,0.01,0.58,0.14
P-1131,0.01,0.31,0.25
P-1132,0.01,0.49,0.03
P-1133,0.01,0.51,0.23
P-1134,0.01,0.34,0.01
P-1135,0.01,0.44,0.01
P-1136,0.01,0.28,0.23
P-1137,0.01,0.59,0.21
P-1138,0.01,0.42,0.30
P-1139,0.01,0.61,0.10
P-1140,0.01,0.49,0.20
P-1141,0.01,0.59,0.14
P-1142,0.01,0.47,0.25
P-1143,0.01,0.64,0.29
P-1144,0.01,0.43,0.10
P-1145,0.01,0.50,0.42
P-1146,0.01,0.43,0.05
P-1147,0.01,0.43,0.26
P-1148,0.01,0.47,0.28
P-1149,0.01,0.46,0.14
P-1150,0.01,0.41,0.16
P-1151,0.01,0.71,0.40
P-1152,0.01,0.44,0.36
P-1153,0.01,0.46,0.01
P-1154,0.01,0.68,0.36
P-1155,0.01,0.62,0.48
P-1156,0.01,0.58,0.12
P-1157,0.01,0.40,0.30
P-1158,0.01,0.44,0.28
P-1159,0.01,0.67,0.17
P-1160,0.01,0.91,0.24
P-1161,0.01,0.41,0.18
P-1162,0.01,0.57,0.19
P-1163,0.01,0.34,0.01
P-1164,0.01,0.42,0.18
P-1165,0.01,0.50,0.15
P-1166,0.01,0.51,0.35
P-1167,0.01,0.38,0.31
P-1168,0.01,0.69,0.48
P-1169,0.01,0.60,0.16
P-1170,0.01,0.40,0.36
P-1171,0.01,0.65,0.44
P-1172,0.01,0.38,0.02
P-1173,0.01,0.35,0.21
P-1174,0.01,0.60,0.14
P-1175,0.01,0.52,0.36
P-1176,0.01,0.55,0.06
P-1177,0.01,0.59,0.10
P-1178,0.01,0.59,0.28
P-1179,0.01,0.55,0.52
P-1180,0.01,0.57,0.34
P-1181,0.01,0.73,0.08
P-1182,0.01,0.58,0.13
P-1183,0.01,0.42,0.01
P-1184,0.01,0.53,0.01
P-1185,0.01,0.54,0.06
P-1186,0.01,0.71,0.30
P-1187,0.01,0.58,0.45
P-1188,0.01,0.68,0.21
P-1189,0.01,0.40,0.23
P-1190,0.01,0.66,0.06
P-1191,0.01,0.29,0.18
P-1192,0.01,0.72,0.25
P-1193,0.01,0.60,0.38
P-1194,0.01,0.53,0.10
P-1195,0.01,0.65,0.20
P-1196,0.01,0.49,0.43
P-1197,0.01,0.56,0.18
P-1198,0.01,0.58,0.22
P-1199,0.01,0.73,0.38
P-1200,0.01,0.67,0.21
P-1201,0.01,0.60,0.04
P-1202,0.01,0.39,0.15
P-1203,0.01,0.69,0.19
P-1204,0.01,0.57,0.32
P-1205,0.01,0.69,0.19
P-1206,0.01,0.39,0.15
P-1207,0.01,0.43,0.38
P-1208,0.01,0.39,0.39
P-1209,0.01,0.40,0.18
P-1210,0.04,0.28,0.31
P-1211,0.01,0.57,0.16
P-1212,0.01,0.43,0.32
P-1213,0.01,0.59,0.14
P-1214,0.01,0.53,0.13
P-1215,0.01,0.85,0.38
P-1216,0.01,0.64,0.34
P-1217,0.01,0.49,0.37
P-1218,0.01,0.55,0.21
P-1219,0.01,0.60,0.29
P-1220,0.01,0.56,0.32
P-1221,0.01,0.41,0.24
P-1222,0.01,0.30,0.05
P-1223,0.01,0.30,0.01
P-1224,0.01,0.16,0.27
P-1225,0.01,0.48,0.27
P-1226,0.02,0.37,0.08
P-1227,0.01,0.57,0.32
P-1228,0.01,0.53,0.09
P-1229,0.01,0.63,0.48
P-1230,0.01,0.38,0.09
P-1231,0.01,0.54,0.35
P-1232,0.01,0.56,0.30
P-1233,0.01,0.40,0.13
P-1234,0.01,0.45,0.28
P-1235,0.01,0.72,0.23
P-1236,0.01,0.42,0.19
P-1237,0.01,0.68,0.37
P-1238,0.01,0.55,0.17
P-1239,0.01,0.41,0.38
P-1240,0.01,0.53,0.27
P-1241,0.01,0.52,0.03
P-1242,0.01,0.62,0.01
P-1243,0.01,0.67,0.31
P-1244,0.01,0.49,0.22
P-1245,0.01,0.43,0.23
P-1246,0.01,0.55,0.21
P-1247,0.01,0.65,0.18
P-1248,0.01,0.68,0.01
P-1249,0.01,0.47,0.01
P-1250,0.01,0.51,0.45
P-1251,0.01,0.55,0.25
P-1252,0.01,0.70,0.18
P-1253,0.01,0.27,0.20
P-1254,0.01,0.54,0.22
P-1255,0.01,0.63,0.22
P-1256,0.01,0.47,0.24
P-1257,0.01,0.51,0.08
P-1258,0.01,0.60,0.34
P-1259,0.01,0.47,0.37
P-1260,0.01,0.21,0.01
P-1261,0.01,0.63,0.26
P-1262,0.01,0.52,0.39
P-1263,0.01,0.60,0.01
P-1264,0.01,0.35,0.03
P-1265,0.01,0.63,0.01
P-1266,0.01,0.26,0.03
P-1267,0.01,0.41,0.01
P-1268,0.01,0.47,0.32
P-1269,0.01,0.24,0.07
P-1270,0.01,0.80,0.45
P-1271,0.01,0.62,0.28
P-1272,0.01,0.42,0.23
P-1273,0.01,0.48,0.25
P-1274,0.05,0.18,0.13
P-1275,0.01,0.35,0.04
P-1276,0.01,0.73,0.17
P-1277,0.01,0.50,0.07
P-1278,0.01,0.48,0.19
P-1279,0.01,0.26,0.01
P-1280,0.01,0.60,0.27
P-1281,0.01,0.66,0.01
P-1282,0.01,0.46,0.33
P-1283,0.01,0.57,0.34
P-1284,0.01,0.62,0.53
P-1285,0.01,0.32,0.22
P-1286,0.01,0.67,0.35
P-1287,0.01,0.47,0.32
P-1288,0.01,0.34,0.27
P-1289,0.01,0.36,0.16
P-1290,0.01,0.56,0.13
P-1291,0.01,0.58,0.41
P-1292,0.01,0.65,0.12
P-1293,0.01,0.27,0.25
P-1294,0.02,0.34,0.02
P-1295,0.01,0.53,0.16
P-1296,0.01,0.32,0.01
P-1297,0.01,0.49,0.32
P-1298,0.01,0.47,0.01
P-1299,0.01,0.71,0.11
P-1300,0.01,0.48,0.15
P-1301,0.01,0.52,0.21
P-1302,0.01,0.51,0.16
P-1303,0.01,0.66,0.34
P-1304,0.01,0.28,0.12
P-1305,0.01,0.72,0.40
P-1306,0.01,0.61,0.38
P-1307,0.01,0.46,0.42
P-1308,0.01,0.38,0.31
P-1309,0.01,0.53,0.35
P-1310,0.01,0.56,0.03
P-1311,0.01,0.44,0.12
P-1312,0.01,0.53,0.43
P-1313,0.01,0.60,0.30
P-1314,0.01,0.51,0.32
P-1315,0.01,0.43,0.01
P-1316,0.01,0.50,0.37
P-1317,0.01,0.53,0.32
P-1318,0.01,0.66,0.43
P-1319,0.06,0.35,0.34
P-1320,0.01,0.65,0.24
P-1321,0.01,0.74,0.32
P-1322,0.01,0.43,0.01
P-1323,0.01,0.45,0.11
P-1324,0.01,0.73,0.35
P-1325,0.01,0.58,0.19
P-1326,0.01,0.42,0.01
P-1327,0.11,0.38,0.29
P-1328,0.01,0.54,0.16
P-1329,0.01,0.33,0.15
P-1330,0.01,0.58,0.32
P-1331,0.01,0.39,0.17
P-1332,0.01,0.52,0.21
P-1333,0.01,0.45,0.04
P-1334,0.01,0.48,0.45
P-1335,0.01,0.42,0.15
P-1336,0.01,0.41,0.12
P-1337,0.01,0.34,0.02
P-1338,0.01,0.39,0.15
P-1339,0.01,0.51,0.02
P-1340,0.01,0.53,0.10
P-1341,0.01,0.61,0.07
P-1342,0.01,0.52,0.23
P-1343,0.01,0.47,0.16
P-1344,0.01,0.47,0.40
P-1345,0.01,0.45,0.16
P-1346,0.01,0.54,0.20
P-1347,0.01,0.32,0.29
P-1348,0.01,0.43,0.25
P-1349,0.01,0.43,0.25
P-1350,0.01,0.43,0.07
P-1351,0.01,0.34,0.01
P-1352,0.01,0.65,0.37
P-1353,0.01,0.31,0.31
P-1354,0.01,0.43,0.04
P-1355,0.01,0.55,0.08
P-1356,0.01,0.45,0.21
P-1357,0.01,0.43,0.15
P-1358,0.01,0.40,0.22
P-1359,0.01,0.56,0.40
P-1360,0.01,0.43,0.01
P-1361,0.01,0.49,0.18
P-1362,0.01,0.42,0.01
P-1363,0.01,0.50,0.23
P-1364,0.01,0.48,0.19
P-1365,0.01,0.51,0.08
P-1366,0.01,0.29,0.15
P-1367,0.01,0.48,0.19
P-1368,0.01,0.72,0.38
P-1369,0.01,0.65,0.26
P-1370,0.01,0.58,0.14
P-1371,0.01,0.48,0.28
P-1372,0.01,0.46,0.02
P-1373,0.01,0.67,0.11
P-1374,0.01,0.59,0.51
P-1375,0.01,0.36,0.25
P-1376,0.01,0.73,0.27
P-1377,0.01,0.47,0.19
P-1378,0.01,0.41,0.35
P-1379,0.01,0.56,0.30
P-1380,0.01,0.56,0.30
P-1381,0.01,0.39,0.17
P-1382,0.01,0.34,0.11
P-1383,0.01,0.45,0.05
P-1384,0.01,0.40,0.42
P-1385,0.01,0.49,0.29
P-1386,0.01,0.39,0.14
P-1387,0.01,0.55,0.16
P-1388,0.01,0.69,0.19
P-1389,0.01,0.35,0.11
P-1390,0.01,0.45,0.27
P-1391,0.01,0.54,0.07
P-1392,0.01,0.43,0.01
P-1393,0.01,0.32,0.01
P-1394,0.01,0.69,0.22
P-1395,0.01,0.52,0.12
P-1396,0.01,0.55,0.17
P-1397,0.01,0.41,0.22
P-1398,0.01,0.52,0.02
P-1399,0.01,0.58,0.24
P-1400,0.01,0.41,0.23
P-1401,0.01,0.42,0.01
P-1402,0.01,0.70,0.45
P-1403,0.01,0.43,0.19
P-1404,0.01,0.40,0.01
P-1405,0.01,0.48,0.01
P-1406,0.01,0.54,0.49
P-1407,0.01,0.36,0.01
P-1408,0.01,0.46,0.25
P-1409,0.01,0.29,0.20
P-1410,0.01,0.75,0.16
P-1411,0.01,0.79,0.22
P-1412,0.01,0.51,0.13
P-1413,0.01,0.50,0.01
P-1414,0.01,0.53,0.29
P-1415,0.01,0.56,0.25
P-1416,0.01,0.43,0.26
P-1417,0.01,0.31,0.41
P-1418,0.01,0.57,0.34
P-1419,0.01,0.56,0.36
P-1420,0.01,0.65,0.32
P-1421,0.01,0.50,0.34
P-1422,0.01,0.67,0.05
P-1423,0.01,0.40,0.10
P-1424,0.01,0.43,0.21
P-1425,0.01,0.50,0.28
P-1426,0.01,0.50,0.10
P-1427,0.01,0.46,0.30
P-1428,0.01,0.49,0.10
P-1429,0.01,0.59,0.01
P-1430,0.01,0.36,0.01
P-1431,0.01,0.53,0.21
P-1432,0.01,0.59,0.01
P-1433,0.01,0.44,0.23
P-1434,0.01,0.35,0.01
P-1435,0.01,0.68,0.20
P-1436,0.01,0.62,0.14
P-1437,0.01,0.68,0.27
P-1438,0.01,0.49,0.06
P-1439,0.01,0.68,0.31
P-1440,0.01,0.33,0.16
P-1441,0.01,0.77,0.16
P-1442,0.01,0.51,0.13
P-1443,0.01,0.41,0.06
P-1444,0.01,0.64,0.16
P-1445,0.01,0.26,0.01
P-1446,0.01,0.75,0.25
P-1447,0.01,0.48,0.35
P-1448,0.01,0.48,0.14
P-1449,0.01,0.78,0.34
P-1450,0.01,0.65,0.40
P-1451,0.01,0.53,0.21
P-1452,0.01,0.51,0.01
P-1453,0.01,0.51,0.25
P-1454,0.01,0.51,0.12
P-1455,0.01,0.68,0.27
P-1456,0.01,0.44,0.43
P-1457,0.01,0.43,0.14
P-1458,0.01,0.53,0.20
P-1459,0.01,0.70,0.04
P-1460,0.01,0.60,0.19
P-1461,0.01,0.41,0.01
P-1462,0.01,0.59,0.25
P-1463,0.01,0.54,0.12
P-1464,0.01,0.65,0.18
P-1465,0.01,0.57,0.01
P-1466,0.01,0.49,0.08
P-1467,0.01,0.33,0.13
P-1468,0.01,0.50,0.18
P-1469,0.01,0.44,0.19
P-1470,0.01,0.42,0.21
P-1471,0.01,0.81,0.35
P-1472,0.01,0.73,0.20
P-1473,0.01,0.43,0.12
P-1474,0.01,0.57,0.10
P-1475,0.01,0.59,0.19
P-1476,0.01,0.78,0.37
P-1477,0.01,0.49,0.10
P-1478,0.01,0.31,0.40
P-1479,0.01,0.82,0.32
P-1480,0.01,0.69,0.25
P-1481,0.01,0.55,0.28
P-1482,0.01,0.33,0.13
P-1483,0.01,0.55,0.02
P-1484,0.01,0.76,0.34
P-1485,0.01,0.73,0.41
P-1486,0.01,0.45,0.41
P-1487,0.01,0.42,0.42
P-1488,0.01,0.47,0.04
P-1489,0.02,0.41,0.27
P-1490,0.01,0.66,0.01
P-1491,0.01,0.53,0.27
P-1492,0.01,0.45,0.28
P-1493,0.01,0.17,0.01
P-1494,0.01,0.31,0.01
P-1495,0.01,0.48,0.22
P-1496,0.01,0.22,0.14
P-1497,0.01,0.43,0.05
P-1498,0.01,0.32,0.15
P-1499,0.01,0.65,0.09
P-1500,0.01,0.60,0.20
P-1501,0.01,0.37,0.09
P-1502,0.01,0.84,0.42
P-1503,0.01,0.32,0.41
P-1504,0.01,0.42,0.20
P-1505,0.01,0.53,0.34
P-1506,0.01,0.62,0.10
P-1507,0.01,0.38,0.09
P-1508,0.01,0.23,0.01
P-1509,0.01,0.40,0.14
P-1510,0.01,0.45,0.20
P-1511,0.01,0.62,0.47
P-1512,0.01,0.65,0.30
P-1513,0.01,0.46,0.08
P-1514,0.01,0.38,0.26
P-1515,0.01,0.43,0.20
P-1516,0.01,0.68,0.20
P-1517,0.01,0.43,0.19
P-1518,0.01,0.27,0.39
P-1519,0.01,0.54,0.27
P-1520,0.01,0.41,0.12
P-1521,0.01,0.63,0.33
P-1522,0.01,0.38,0.01
P-1523,0.01,0.42,0.32
P-1524,0.01,0.41,0.25
P-1525,0.01,0.50,0.18
P-1526,0.01,0.52,0.19
P-1527,0.01,0.34,0.11
P-1528,0.01,0.77,0.15
P-1529,0.01,0.33,0.11
P-1530,0.01,0.45,0.32
P-1531,0.01,0.51,0.10
P-1532,0.01,0.51,0.22
P-1533,0.01,0.29,0.14
P-1534,0.01,0.65,0.37
P-1535,0.01,0.56,0.01
P-1536,0.01,0.47,0.13
P-1537,0.01,0.82,0.30
P-1538,0.01,0.49,0.40
P-1539,0.01,0.37,0.23
P-1540,0.01,0.65,0.52
P-1541,0.01,0.55,0.15
P-1542,0.01,0.18,0.01
P-1543,0.01,0.17,0.02
P-1544,0.01,0.38,0.13
P-1545,0.01,0.65,0.48
P-1546,0.01,0.40,0.01
P-1547,0.01,0.47,0.16
P-1548,0.01,0.35,0.22
P-1549,0.01,0.46,0.01
P-1550,0.01,0.71,0.36
P-1551,0.01,0.48,0.03
P-1552,0.01,0.52,0.09
P-1553,0.01,0.55,0.01
P-1554,0.01,0.41,0.07
P-1555,0.01,0.43,0.16
P-1556,0.01,0.60,0.08
P-1557,0.01,0.49,0.27
P-1558,0.01,0.61,0.25
P-1559,0.09,0.25,0.01
P-1560,0.01,0.65,0.01
P-1561,0.01,0.41,0.15
P-1562,0.01,0.45,0.13
P-1563,0.01,0.67,0.15
P-1564,0.01,0.54,0.11
P-1565,0.01,0.80,0.41
P-1566,0.01,0.59,0.19
P-1567,0.01,0.42,0.27
P-1568,0.01,0.68,0.19
P-1569,0.01,0.57,0.19
P-1570,0.01,0.36,0.49
P-1571,0.01,0.44,0.34
P-1572,0.01,0.67,0.35
P-1573,0.01,0.43,0.10
P-1574,0.01,0.39,0.01
P-1575,0.01,0.37,0.14
P-1576,0.01,0.47,0.16
P-1577,0.01,0.67,0.18
P-1578,0.01,0.29,0.36
P-1579,0.01,0.64,0.08
P-1580,0.01,0.52,0.48
P-1581,0.01,0.68,0.17
P-1582,0.01,0.66,0.19
P-1583,0.01,0.49,0.23
P-1584,0.01,0.47,0.20
P-1585,0.01,0.64,0.39
P-1586,0.01,0.60,0.46
P-1587,0.01,0.78,0.20
P-1588,0.01,0.59,0.32
P-1589,0.01,0.42,0.34
P-1590,0.01,0.60,0.01
P-1591,0.01,0.60,0.18
P-1592,0.01,0.72,0.03
P-1593,0.01,0.61,0.09
P-1594,0.01,0.43,0.27
P-1595,0.01,0.54,0.29
P-1596,0.01,0.38,0.16
P-1597,0.01,0.19,0.14
P-1598,0.01,0.70,0.12
P-1599,0.01,0.51,0.05
P-1600,0.01,0.79,0.40
P-1601,0.01,0.31,0.13
P-1602,0.01,0.76,0.19
P-1603,0.01,0.44,0.23
P-1604,0.01,0.49,0.04
P-1605,0.01,0.53,0.01
P-1606,0.01,0.48,0.27
P-1607,0.01,0.37,0.01
P-1608,0.01,0.75,0.43
P-1609,0.01,0.44,0.34
P-1610,0.01,0.46,0.03
P-1611,0.01,0.41,0.16
P-1612,0.01,0.37,0.13
P-1613,0.01,0.71,0.09
P-1614,0.01,0.45,0.12
P-1615,0.01,0.71,0.26
P-1616,0.01,0.68,0.26
P-1617,0.01,0.50,0.23
P-1618,0.01,0.54,0.05
P-1619,0.01,0.42,0.07
P-1620,0.01,0.55,0.21
P-1621,0.01,0.55,0.24
P-1622,0.01,0.36,0.12
P-1623,0.01,0.53,0.05
P-1624,0.01,0.42,0.39
P-1625,0.01,0.46,0.39
P-1626,0.01,0.28,0.14
P-1627,0.01,0.32,0.20
P-1628,0.01,0.30,0.08
P-1629,0.01,0.34,0.38
P-1630,0.01,0.67,0.39
P-1631,0.01,0.40,0.01
P-1632,0.01,0.43,0.01
P-1633,0.01,0.33,0.20
P-1634,0.01,0.41,0.33
P-1635,0.01,0.57,0.35
P-1636,0.01,0.52,0.26
P-1637,0.01,0.49,0.02
P-1638,0.01,0.58,0.20
P-1639,0.01,0.45,0.16
P-1640,0.01,0.49,0.14
P-1641,0.01,0.73,0.49
P-1642,0.01,0.64,0.20
P-1643,0.01,0.55,0.37
P-1644,0.01,0.62,0.21
